StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q5,Q6,Q6A,Q6B,Q6C,Q6D,Q6E,Q6F,Q7,Q8,Q9_NPS_GROUP,Q9,Q10_NPS_GROUP,Q10,Q11,Q12,Q13_1,Q13_2,Q13_3,Q13_4,Q14,Q14A,Q14B,Q14C,Q14D,Q15,Q16,Q17,Q17_3_TEXT,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q19_1,Q19_2,Q19_3,Q19_4,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q32_7_TEXT,Q33,SolutionRevision,ProjectCategory,ProjectType,Q7 - Parent Topics,Q7 - Topics
5/17/21 12:09,5/17/21 12:23,IP Address,64.79.147.67,100,816,TRUE,5/17/21 12:23,R_1JRWXGLYQVs3f2w,,,,,47.57409668,-122.3974991,anonymous,EN,Hiring Partner,We are actively looking to recruit and hire more employees of color into our organization. We learned about The Bridge Project through Greening Youth Foundation and thought it would be a great opportunity.,Inspiring,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Extremely satisfied,,Cultivating a Diverse Candidate Pool,,Extremely satisfied,,,,,,I am glad they were all recorded. I would have loved to attend multiple options offered at the same time.,Promoter,10,Promoter,10,"The technology platform created some issues for candidates and hiring partners, and I am not sure what value it added to the hiring experience. ",Yes,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,"Equitable Hiring Training with José González,Legal Context of Building Diverse & Inclusive Workplaces with Maia Cogen",Extremely satisfied,,,Extremely satisfied,,,"Yes, as an employer/hiring partner",,,,,,,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,,Better,,No,"I thought the advance training was well done, but it didn't add anything new to my knowledge. If an organization is interested in an experience like The Bridge Project, often they have already invested in baseline bias training. I would have liked the opportunity to see some of the breakout topics instead of (or in addition to) the bias training in advance.",,The interviews with the candidates! All very inspiring young professionals.,,,,Tennessee,Female,"White,Black or African American",,,2,CX,EventFeedback,,
5/17/21 12:15,5/17/21 12:51,IP Address,67.82.219.32,100,2133,TRUE,5/17/21 12:51,R_1rksmXjtYCth8bi,,,,,40.55110168,-74.46060181,anonymous,EN,Sponsor,"As the Sr. Director of Alumni Engagement at SCA, an organization with almost 100K, I wanted to learn how I can better serve and communicate with our national multi-ethnic and multi-generational network to serve them better.",Insprational,Extremely satisfied,Extremely satisfied,Extremely satisfied,Somewhat satisfied,Extremely satisfied,Neither satisfied nor dissatisfied,Extremely satisfied,Dr. Finney,Workforce Planning - Creating On Ramps,Somewhat satisfied,,,,,,I appreciaited the opportunity to share my feelings and have them validated by my peers. We are more alike then we are unalike.,,Promoter,10,Promoter,10,"More jobs so more candidates could be assured they will have an offer on the heels of the event. Also, have more organizations like SCA involved in the planning process.",Yes,Somewhat satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,"Equitable Hiring Training with José González,Legal Context of Building Diverse & Inclusive Workplaces with Maia Cogen",Extremely satisfied,,,Somewhat satisfied,,,No,,,,,,,,,,,,,,,,,,I would have definitely liked to be more involved with the planning of the event. I think SCAs network could have been really beneficial to the project.,,,New Jersey,Female,White,,Really looking forward to the next event and possibly partnered on our vFair in September. I emailed Hannah about this potential partnership. Hope to hear from you soon!,2,CX,EventFeedback,,Unknown
5/17/21 19:22,5/17/21 19:32,IP Address,50.30.21.243,100,562,TRUE,5/17/21 19:32,R_ebTA7kH756SIh0J,,,,,37.28450012,-107.8646011,anonymous,EN,Hiring Partner,Our communications consultant (BUEY) recommended this project. We can for the Hiring experience & knowledge from training workshops offered.,Excelente!,Extremely satisfied,Somewhat satisfied,Extremely satisfied,Neither satisfied nor dissatisfied,Extremely satisfied,Somewhat satisfied,Extremely satisfied,Keynote with Carolyn Finney,Cultivating a Diverse Candidate Pool,,Somewhat satisfied,,,,,Sharing of best practices with other colleagues in the industry was helpful. ,"I think for this session, a little more content that was presented to us would have been good so we had more to discuss in large group. It was a quiet group seemed like. ",Promoter,10,Promoter,9,"I think the accessibility was great, perhaps adding captions to all presentations would be helpful for ASL and other learners. ",Yes,Extremely satisfied,Somewhat satisfied,Somewhat satisfied,Extremely satisfied,"Equitable Hiring Training with José González,Legal Context of Building Diverse & Inclusive Workplaces with Maia Cogen",Extremely satisfied,,,Extremely satisfied,Jose's style of faciltiations is delightful; and the hiring lawyer made sense of some things like Bonafide occupational qualification really helped for her to share this in context!,I think the sessions were all very valuable-,"Yes, as an employer/hiring partner",,,,,,,Somewhat satisfied,Somewhat dissatisfied,Somewhat dissatisfied,Somewhat satisfied,,Worse,,Yes,I think matching the candidates qualifications with Positions could maybe have been better.,,Working with my team members to provide an equitable and unbiased experience in our interviews was actually the BEST part; we were mindful not to discuss candidates in beween; and we used a ranking system for our final discussion-- it felt fair!,,,,Colorado,Female,"Spanish, Hispanic, or Latino",,I really liked the way the workshops were incremental and felt like they built on one another-- I really appreciated having recordings sent out right away for time management; and I really liked meeting the applicants in this forum- the platform was really easy to use once we were all in!,2,CX,EventFeedback,,Unknown
5/18/21 11:13,5/18/21 11:27,IP Address,97.115.87.231,100,897,TRUE,5/18/21 11:27,R_A0OTlnlTKwPg3bb,,,,,45.48039246,-122.5890961,anonymous,EN,Hiring Partner,I wanted to learn more about equitable hiring practices and retention and to find a compelling candidate for my posted role,Eye opening,Neither satisfied nor dissatisfied,Extremely satisfied,Extremely satisfied,Somewhat satisfied,Somewhat dissatisfied,Somewhat satisfied,Extremely satisfied,"Carolyn Finney and Deb Haaland were such all-stars, but I also really enjoyed the first two panels with BIPOC leaders and young people in the conservation space.",Cultivating a Diverse Candidate Pool,,Somewhat satisfied,,,,,"I gained a lot of insight about how to find diverse candidates, and the panelists shared really fascinating ideas about the broader network of folks who share job postings and ""vouch"" for them. Some of the ideas weren't as translatable to a national organization (e.g. I can't go to local churches to ask for help finding candidates because we hire staff all across the country).",,Passive,7,Passive,8,I felt they were very inclusive,Yes,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Somewhat dissatisfied,Extremely satisfied,"Equitable Hiring Training with José González,Legal Context of Building Diverse & Inclusive Workplaces with Maia Cogen",Somewhat dissatisfied,,,Extremely satisfied,I really enjoyed the legal context training - it helped me better understand how we can approach hiring more equitably.,"I felt that Jose's trainings were a little too entry level/beginner for what I was looking for as an employer. Having done (now many!) of these types of unconscious bias training, I didn't come across any new information and it was a lot of time to spend on something that I felt already very familiar with (and I hoped most people participating in the Bridge Project would be familiar with a lot of these concepts already). I would have appreciated some more practical skills and tangible suggestions for building inclusive workplaces, good hiring practices, tangible practices for managers, etc. in order to feel like I have a toolkit and am prepared to welcome this new hire.","Yes, as an employer/hiring partner",,,,,,,Extremely satisfied,Neither satisfied nor dissatisfied,Unsure/Not applicable,Extremely satisfied,,Better,,Maybe,"I had listed one very significant requirement for my candidates (1-4 years experience in the field of work) and only one of my candidates met that requirement, which was very surprising to me. I did learn A LOT from these interviews, but I do wish that the candidates presented to me had at least some experience in the field we are trying to hire in. I also had a few candidates come to me later in the process that were more qualified than the candidates I was given. I did genuinely enjoy and admire all the candidates I was matched with - they were incredible! - but I did need my final candidates to meet our pre-requirements for employment.",,"I had so many truly incredible conversations and I really had a lightbulb go off that a lot of these resumes and cover letters did not capture how brilliant, creative, thoughtful, and talented the candidates were. I likely would not have picked up many of these job materials to interview candidates in a regular hiring pool (mostly because they did not have relevant work experience) but I found each candidate to have relevant background and really creative energy around how they would approach the job. It's made me rethink what materials we ask for from candidates and how we evaluate them in the future. Plus, we have two outstanding candidates and I hope one of them will accept an offer.",,,,Oregon,Female,White,,"I enjoyed the Bridge Project overall and was impressed with the caliber of speakers, materials, breakout sessions, and CANDIDATES (they were amazing). I feel a bit transformed with how we will approach hiring in the future, and I'm strongly recommending that we use the Bridge Project this summer for another hire we are trying to make. It felt like a discovery that we were probably eliminating amazing candidates just because they didn't put together job materials that looked as relevant as other candidates in our former job searches.
I do think the unconscious bias training has limited usefulness (especially for those of us with any awareness of the last year - many of us have spent hours and hours and hours learning and understanding these concepts) and I appreciated more practical/tactical guidance like the legal panel and the panel I attended on expanding the pool of applicants.
Finally, I had amazing experiences with the Bridge Project staff who were so! on! top! of! it! And answered my many questions so thoughtfully and made the entire project run smoothly. We would definitely participate again (and I hope we can).",2,CX,EventFeedback,,
5/18/21 15:58,5/18/21 16:05,IP Address,98.245.75.129,100,401,TRUE,5/18/21 16:05,R_2rMTXdoRxhtzGng,,,,,39.71279907,-105.0952988,anonymous,EN,Hiring Partner,My organization is hiring through the Bridge Project,confusing,Somewhat satisfied,Extremely satisfied,Extremely satisfied,Unsure/Not applicable,Unsure/Not applicable,Unsure/Not applicable,Extremely dissatisfied,I found Carolyn Finney's talk very impactful,Did not attend breakout sessions,,,,,,,,,Detractor,6,Detractor,6,"As an employer and a person doing interviews for my organization, I found much of the event really confusing. It was really unclear which events were targeted at candidates vs. employers vs. others - having the different sessions be tagged or able to filter by recommended participant type would be helpful. There was also a frustrating lack of communication about how the interviews would be conducted - it was very unclear that they would be accessed through the event platform and staff was not helpful when I reached out. And, the actual interviews didn't even show up on my schedule until either very late the night before or early morning, which was a little stressful given that I had a 9am interview scheduled (and didn't know until 7:30am how I would actually access that interview). ",Yes,Extremely satisfied,Extremely satisfied,Somewhat satisfied,Somewhat dissatisfied,Equitable Hiring Training with José González,Somewhat satisfied,,,,"even in a session on how to interact with disadvantaged groups, there were white men dominating the conversations",having a little more structure - especially in breakout groups - would be helpful,"Yes, as an employer/hiring partner",,,,,,,Somewhat satisfied,Somewhat dissatisfied,Somewhat dissatisfied,Somewhat dissatisfied,,Worse,,No,"As previously mentioned, I would have liked more communication about how the process was going to work",,,,,,Colorado,Female,White,,,2,CX,EventFeedback,,
5/18/21 20:58,5/18/21 21:05,IP Address,164.159.61.2,100,453,TRUE,5/18/21 21:05,R_1jMTjbEjFlEQvmR,,,,,37.75100708,-97.8219986,anonymous,EN,Candidate,"When I found out about this opportunity through the Kupu AmeriCorps program I am in, I thought it would be a pathway to find a permanent position in conservation, which is something I have struggled to do. I also wanted to learn more about DEI work being done in the conservation industry.",Inspiring,Somewhat satisfied,Unsure/Not applicable,Extremely satisfied,Somewhat dissatisfied,Extremely satisfied,Somewhat dissatisfied,Somewhat satisfied,Dr. Carolyn Finny and Jose Gonzalez as speakers were both amazing!!,Candidate Workshop w/ Angelou Ezeilo and Taishya Adams,,,,,,Extremely satisfied,Prioritize self-care and embrace the non-linear pathways.,I think this session was great!,Promoter,9,Promoter,9,Being more inclusive of different time zones / folks with work commitments,Yes,Somewhat satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,"Training with Dr. Carolyn Finney,Networking Training for Candidates",,Extremely satisfied,Somewhat satisfied,,I felt inspired and empowered. Major takeaway was to know my worth!,Breaking them up across multiple days could be helpful. ,"Yes, as a candidate",,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,,,,,,Better,Offering virtual mock interviews or tailored sessions with a coach to strategize. ,,,,Getting to learn more about a conservation agency I might work for. ,,,,Hawaii,Female,White,,"I so appreciated being a part of this event.

My major piece of constructive feedback is that the breakout networking rooms (at least for me) did not seem to work at all. Almost every breakout room I tried to join did not have an actual meeting going on. ",2,CX,EventFeedback,,
5/13/21 13:13,5/19/21 6:27,IP Address,73.163.166.76,100,494033,TRUE,5/19/21 6:27,R_3qvA8pSxtjL0wZ4,,,,,38.95219421,-77.02529907,anonymous,EN,Hiring Partner,Hoping to learn more about inclusive hiring practices and hire someone!,Grateful,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Somewhat dissatisfied,Unsure/Not applicable,Unsure/Not applicable,Unsure/Not applicable,Extremely satisfied,"Loved Carolyn Finney. There were WAYYY too many introductions, though. Unfortunately I had commitments and couldn't participate in the breakouts or networking sessions.",Did not attend breakout sessions,,,,,,,,,Detractor,6,Detractor,6,"I really liked Jose and thought he was an expert facilitator and leader, but it seems like there wasn't an understanding that everyone is coming from different workplace cultures and it's hard to dive into conversations with people you don't trust or have any stake in. As a result, the scenarios we had to discuss were pretty painful to be a part of and I wasn't prepared or expecting to bring myself to that exercise (thought it was more passive learning). Just a heads up, there should be more sensitivity around these group discussions. Perhaps the breakout groups are with clusters of staff that work together or organizations facing similar challenges.",Yes,Somewhat dissatisfied,Somewhat satisfied,Somewhat satisfied,Extremely satisfied,"Equitable Hiring Training with José González,Training with Dr. Carolyn Finney",Somewhat dissatisfied,Extremely satisfied,,,"It was a confidence builder for me. I think the rest of the staff I work with learned a lot, but I felt vindicated as a WOC. I think I also realized that I knew more than I thought I did.","Made a note earlier about this - perhaps clustering staff members or similar mission orgs together. I was not prepared for the scenario discussions and they were painful to be a part of. I retreated a lot after that. Also, I felt like the session was missing a lot of practical learning. When we got to the interview phase, it felt a little like we were flying blind.","Yes, as an employer/hiring partner",,,,,,,Extremely satisfied,Extremely satisfied,Somewhat satisfied,Somewhat satisfied,,About the same,,Maybe,"Stage out the training to align with each step of the hiring process. So, a focused workshop on writing job descriptions before job descriptions are due. A focused workshops on writing and conducting fair interviews well in advance of the interviews (felt like we had to scramble close to the interview phase). ",,Seeing the great candidates!,,,,District of Columbia,Female,"White,Asian",,It was a great experience and I'm grateful to have been a part of the first cohort of employers!,2,CX,EventFeedback,,
5/19/21 8:44,5/19/21 9:05,IP Address,170.144.78.211,100,1253,TRUE,5/19/21 9:05,R_1PctbkCqycC6JKm,,,,,37.75100708,-97.8219986,anonymous,EN,Coach,The lack of diversity in my agency.,Inspired,Somewhat dissatisfied,Somewhat satisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,Extremely satisfied,Dr. Finey,"Cultivating a Diverse Candidate Pool,Equitable Candidate Review and Interviewing,Preparing for a More Diverse Workforce and Investing in Your Staff,Supporting Equitable Hiring in the Federal Workforce,Candidate Workshop w/ Angelou Ezeilo and Taishya Adams",,Somewhat satisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Our agency has a tremendous challenge to become diverse. ,Set up a pre attendance training session in that platform before the event.,Promoter,10,Promoter,10,Match candidates with coaches a couple of weeks in advance.,Yes,Somewhat satisfied,Extremely satisfied,Somewhat satisfied,Extremely satisfied,"Equitable Hiring Training with José González,Networking Training for Candidates,Legal Context of Building Diverse & Inclusive Workplaces with Maia Cogen",Neither satisfied nor dissatisfied,,Neither satisfied nor dissatisfied,Extremely satisfied,We really need more trainings like these agency wide.,,"Yes, as staff, coach, or other (please specify):",Coach,,,,,,,,,,Neither satisfied nor dissatisfied,Unsure,,,,A couple more weeks of lead time in pairing.,Knowing that opportunity would be presented to some who participated.,,All of the presenters were very good and the administrative staff was extremely responsive. There could have been more participation from my agency.,,Georgia,Male,Black or African American,,What are the GS levels of the FS jobs that will be offered in the fall?,2,CX,EventFeedback,,
5/19/21 12:18,5/19/21 17:51,IP Address,70.176.79.106,100,19983,TRUE,5/19/21 17:51,R_1DwhltYzFsNwfL7,,,,,32.25030518,-110.9449997,anonymous,EN,General Attendee,My organization floated a position and asked if I'd be interested in joining the sessions because I am an HR Coordinator. ,Reflective,Somewhat satisfied,Extremely satisfied,Extremely satisfied,Somewhat satisfied,Extremely satisfied,Somewhat satisfied,Extremely satisfied,Dr Finney!  And Jose!  And the other thoughtful presenters! ,Preparing for a More Diverse Workforce and Investing in Your Staff,,,,Somewhat satisfied,,,"Am I the best messenger?  Humans first, employees second. ",It felt a little rushed into after the morning session.  Not much time to take  abreath and think/process/prepare.  ,Passive,8,Promoter,10,The all day event could've used a couple more structured break times to allow for folks to catchup on some other work tasks. ,Yes,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,"Equitable Hiring Training with José González,Legal Context of Building Diverse & Inclusive Workplaces with Maia Cogen",Extremely satisfied,,,Extremely satisfied,"Jose's facilitation was a masterclass of its own.  But the information was clear and concise, with great examples.  Maia's training was a very digestible deep dive into legal jargon, but I still felt comfortable. ",Perhaps some pre-training materials? ,No,,,,,,,,,,,,,,,,,,,,,Arizona,Male,"Spanish, Hispanic, or Latino",,Thanks so much - I thoroughly enjoyed this event! ,2,CX,EventFeedback,,
5/20/21 10:12,5/20/21 10:18,IP Address,208.100.132.232,100,367,TRUE,5/20/21 10:18,R_RUGBpLOLmnAxdIZ,,,,,44.09150696,-121.4073029,anonymous,EN,Hiring Partner,the opportunity to connect with candidates,excellent,Somewhat dissatisfied,Extremely satisfied,Extremely satisfied,Somewhat dissatisfied,Unsure/Not applicable,Unsure/Not applicable,Extremely satisfied,,Cultivating a Diverse Candidate Pool,,Somewhat dissatisfied,,,,,Really this was unsuccessful - disengaged group of attendees and poor management by group leaders. I literally learned nothing. ,"zoom is tough. and this topic is tough. I'm just not sure it's worth it's own segment - there is no magic bullet for this issue. It takes time, commitment, marketing, word of mouth, an engaged work force. you name it. ",Promoter,10,Promoter,10,I was very impressed how inclusive it all felt. I'm not sure how you could improve.,Yes,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Extremely satisfied,Extremely satisfied,"Equitable Hiring Training with José González,Training with Dr. Carolyn Finney,Legal Context of Building Diverse & Inclusive Workplaces with Maia Cogen",Neither satisfied nor dissatisfied,Extremely satisfied,,Neither satisfied nor dissatisfied,,"My feedback on this is that it was A LOT of time to spend on this. Not that it's not worth it, but it took me away from my work and I felt frustrated at times by the demand","Yes, as an employer/hiring partner",,,,,,,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,,Better,,No,There were a lot of candidates who really didn't understand what we were looking for - somehow to connect the employer earlier on in the process. ,,An amazing slate of candidates.,,,,,,,,,2,CX,EventFeedback,,
5/13/21 11:30,5/13/21 11:36,IP Address,73.163.32.136,2,331,FALSE,5/20/21 11:36,R_3OiuSAzvbFsJ2rB,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,CX,EventFeedback,,
5/20/21 9:46,5/20/21 12:51,IP Address,199.117.238.242,100,11109,TRUE,5/20/21 12:51,R_1FPNW4EYGGEYPcU,,,,,38.78930664,-104.8220978,anonymous,EN,Hiring Partner,A great pool of candidates. ,Trust,Somewhat satisfied,Extremely satisfied,Extremely satisfied,Unsure/Not applicable,Extremely satisfied,Unsure/Not applicable,Extremely dissatisfied,Finney,Preparing for a More Diverse Workforce and Investing in Your Staff,,,,Somewhat satisfied,,,Small businesses struggle in knowing how to best support diverse staff members,More in-depth examples/shared resources,Passive,7,Passive,8,Better promotion upfront through diverse channels,Yes,Extremely satisfied,Extremely satisfied,Extremely satisfied,Somewhat satisfied,"Equitable Hiring Training with José González,Legal Context of Building Diverse & Inclusive Workplaces with Maia Cogen",Extremely satisfied,,,Somewhat satisfied,,,No,,,,,,,,,,,,,,,,,,,,,Colorado,Female,White,,"As a person conducting interviews and looking to hire a candidate through this platform, I thought it would have been more helpful to receive clearer guidelines/expectations, communication, and support from TBP team farther in advance of the sessions and interview timeframes. This would have allowed me to be more thoughtful throughout this process and given me an opportunity to share information with my staff in a less rushed manner. This would have also given me a bit more time to work on materials that would help mitigate the biases of my interview committee. 

It would have been helpful to have interviews lined out a little bit more in advance. Honestly I felt a little rushed through this process, but I loved the sessions and thought they were very well put together, professional, and helpful. Staff and panelist created a welcoming environment that made it easy to discuss failures and successes and open-ended questions that we all have on our mind. Thank you all so much for creating the Bridge Project and putting so much of yourself into the work you do. 

<3  ",2,CX,EventFeedback,,
5/13/21 13:30,5/13/21 13:30,IP Address,100.15.209.224,2,7,FALSE,5/20/21 13:30,R_2ea6hrkZmYIFuJH,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,CX,EventFeedback,,
5/20/21 13:36,5/20/21 13:40,IP Address,71.42.144.60,100,214,TRUE,5/20/21 13:40,R_1JUYV8VZHAt9Mam,,,,,30.30230713,-97.69139862,anonymous,EN,Coach,Invited to join in,Revolutionary,Unsure/Not applicable,,Somewhat satisfied,Unsure/Not applicable,Unsure/Not applicable,Unsure/Not applicable,Unsure/Not applicable,Dr. Carolyn FInney's speaking time,Did not attend breakout sessions,,,,,,,,,Passive,7,Promoter,10,Better organize schedule and stick with timing. Having hosts that are used to such platforms is helpful and less stressful,No,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,Male,Black or African American,,The organizers seemed a bit overwhelmed in setting up. Would recommend more time and support for the set up team. ,2,CX,EventFeedback,,
5/13/21 15:28,5/13/21 15:28,IP Address,184.166.213.53,2,9,FALSE,5/20/21 15:28,R_2fpthFCYdZhMiMD,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,CX,EventFeedback,,
5/13/21 17:59,5/13/21 18:07,IP Address,71.206.154.12,2,484,FALSE,5/20/21 18:07,R_31aQfXGSsVsGENT,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,CX,EventFeedback,,
5/21/21 6:47,5/21/21 6:53,IP Address,71.81.208.161,100,395,TRUE,5/21/21 6:53,R_SV0JAvBdixSh5M5,,,,,35.58250427,-82.6115036,anonymous,EN,Hiring Partner,My organization asked me to attend and I was interested in learning more about the topics covered. ,Disappointing.,Extremely satisfied,Somewhat satisfied,Somewhat dissatisfied,Extremely dissatisfied,Unsure/Not applicable,Unsure/Not applicable,Extremely satisfied,,Did not attend breakout sessions,,,,,,,,,Detractor,0,Detractor,0,"The concept of the Bridge Project is great, but I thought the execution could use more thought. There was a lot of unnecessary discussion in the sessions that could have been replaced with more substantive and informative discourse. ",No,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,North Carolina,Female,Other,,"Thanks for the opportunity to participate in these sessions. This is such critically important work and I sincerely appreciate the time, thought and effort that went into preparing these. ",2,CX,EventFeedback,,
5/21/21 20:10,5/21/21 20:15,IP Address,96.69.178.41,100,293,TRUE,5/21/21 20:15,R_DiQHYWjro2Fd3gt,,,,,40.54469299,-105.1069031,anonymous,EN,Candidate,Insight and a job,Inspiring,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,,Did not attend breakout sessions,,,,,,,,,Promoter,9,Promoter,10,,No,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Colorado,Female,"Spanish, Hispanic, or Latino",,Really enjoyed this much needed work.  Appreciate the accessibility via recordings. Thank you so much!,2,CX,EventFeedback,,
5/17/21 11:12,5/17/21 11:13,IP Address,141.239.242.147,2,10,FALSE,5/24/21 11:13,R_1rceBDo7DAWaRn3,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,CX,EventFeedback,,
5/24/21 13:31,5/24/21 13:36,IP Address,68.252.126.176,100,258,TRUE,5/24/21 13:36,R_0PXHrRJzYzn5oQh,,,,,32.85949707,-117.2124023,anonymous,EN,Candidate,A facilitates job search for BIPOC,Excellent ,Extremely satisfied,Extremely satisfied,Extremely satisfied,Somewhat satisfied,Extremely satisfied,Somewhat dissatisfied,Extremely satisfied,The speakers where just amazing.,Did not attend breakout sessions,,,,,,,,,Promoter,10,Promoter,10,I think you all are doing a pretty good job so far.,No,,,,,,,,,,,,"Yes, as a candidate",,Extremely satisfied,Extremely satisfied,Extremely satisfied,Somewhat satisfied,Somewhat satisfied,,,,,,Better,N/a,,,,How well organized it was ,,,,California,Female,"Spanish, Hispanic, or Latino",,"When I tried to join the networking rooms, they all said waiting for host to start meeting. By the time the time was up, I didn’t get to do any networking. ",2,CX,EventFeedback,,
5/24/21 13:33,5/24/21 13:38,IP Address,76.228.104.72,100,281,TRUE,5/24/21 13:38,R_2dZkQlkvVAod8wg,,,,,35.93060303,-86.87879944,anonymous,EN,Candidate,I was applying for a position with one of the participating organizations. ,Long. ,Somewhat dissatisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,Extremely dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Somewhat dissatisfied,The part at the end where we were able to breakout and meet some people from the participating organizations was most helpful. ,Did not attend breakout sessions,,,,,,,,,Detractor,4,Detractor,4,This was a massive challenge for a working professional to clear a schedule for several days to be available for one interview. The ,No,,,,,,,,,,,,"Yes, as a candidate",,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,,,,,,Worse,Expecting candidates to attend an entire day of diversity 101 training is really hard. Especially when they’ve had that training at their own places of work. The time zones on the portal didn’t always match up with what the interview times were supposed to be and communication was very last minute for those trying to work around busy employment schedules. ,,,,Meeting people from the organization I was interviewing with. ,,,,,Prefer not to share,,,,2,CX,EventFeedback,,
5/24/21 13:38,5/24/21 13:42,IP Address,108.241.112.161,100,213,TRUE,5/24/21 13:42,R_3FOsgl0qVs94UZe,,,,,33.79200745,-84.20490265,anonymous,EN,Candidate,"I saw an email and it looked like a great opportunity; experience, networking, good advice, and a job.",Disappointing,Somewhat dissatisfied,Somewhat satisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Somewhat dissatisfied,I didn’t get to participate because I could not join and I reached out but did not receive help.,Did not attend breakout sessions,,,,,,,,,Detractor,0,Detractor,0,Having better communication and access to those involved ,Yes,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,"Training with Dr. Carolyn Finney,Networking Training for Candidates",,Somewhat satisfied,Somewhat satisfied,,How to navigate the workforce while being true to myself ,N/A,No,,,,,,,,,,,,,,,,,,,,,Georgia,Female,Black or African American,,"Im disappointed because I really wanted to interview, particularly for the greening youth job in GA that I thought I’d be a good fit for, but I guess it is what it is. I hope communication and assistance is more accessible in the future.",2,CX,EventFeedback,,
5/24/21 13:31,5/24/21 14:02,IP Address,108.48.167.244,100,1841,TRUE,5/24/21 14:02,R_2v1TkglAV9lor7T,,,,,38.92080688,-77.03600311,anonymous,EN,Candidate,"I found the concept very interesting, which is what attracted me in the first place. I was hoping to get guidance on navigating the field and a space to create and foster relationships. ",Energizing ,Extremely satisfied,Somewhat satisfied,Extremely satisfied,Somewhat satisfied,Extremely satisfied,Unsure/Not applicable,Neither satisfied nor dissatisfied,Keynote speech by Carolyn Finney,Candidate Workshop w/ Angelou Ezeilo and Taishya Adams,,,,,,Extremely satisfied,Understanding the differences between achievement and fulfillment ,,Passive,8,Passive,8,Sending more information ahead of time on what to expect/how to prepare. ,Yes,Somewhat satisfied,Extremely satisfied,Unsure/Not applicable,Neither satisfied nor dissatisfied,Training with Dr. Carolyn Finney,,Extremely satisfied,,,Your job is not your career ,,No,,,,,,,,,,,,,,,,,,,,,District of Columbia,Female,"Spanish, Hispanic, or Latino",,,2,CX,EventFeedback,,
